StudentID,Name,Math,Science,English,History,Computer
S17442,Jonathan Clark,88,34,89,92,53
S17443,Ross Aguilar,41,38,63,32,100
S17444,Alyssa Mcdonald,96,60,58,92,77
S17445,Tyrone Jones,90,43,41,82,59
S17446,Brooke Spence,98,92,33,53,51
S17447,Nicolas Baxter,39,63,82,86,92
S17448,Sierra Cox,50,55,91,43,65
S17449,Heather Gray,48,51,59,90,85
S17450,Maria Anderson,45,32,68,49,63
S17451,Courtney Bruce,45,52,38,93,100
S17452,Helen Chandler,68,65,31,75,78
S17453,Dr. Roy Vincent,59,92,84,76,52
S17454,Kelsey Lambert,61,85,32,98,100
S17455,Jose Chan,67,41,49,76,82
S17456,Margaret Roberts,84,95,56,77,66
S17457,David Decker,33,37,72,67,100
S17458,Jeffrey Khan,43,75,63,32,100
S17459,Brooke Taylor,89,36,97,88,100
S17460,Katrina Rosales,61,70,53,32,100
S17461,Mario Padilla,56,46,74,90,58
S17462,James Ortiz,59,73,92,50,83
S17463,Erika Smith,96,66,58,45,90
S17464,Sarah Sosa,45,87,59,65,100
S17465,Tammy Wright,88,43,66,75,82
S17466,Kimberly Flores,72,32,83,60,67
S17467,John Thomas,45,77,44,70,93
S17468,Amanda Hinton,54,39,32,64,82
S17469,Charlene Cline,80,47,76,97,86
S17470,William Mckee,64,77,48,70,100
S17471,Brittany Mayer,69,98,99,53,53
S17472,Desiree Rios,64,38,63,97,100
S17473,Carrie Ford,99,71,82,61,64
S17474,Heather Herrera,38,36,47,52,69
S17475,Mr. Michael Singleton,78,61,77,66,61
S17476,Steven Chavez,89,34,86,57,91
S17477,Joe Williams,85,41,66,92,81
S17478,Gabrielle Gonzalez,50,99,68,87,100
S17479,Michael Torres,56,75,84,76,83
S17480,Amber Brown,55,53,53,48,77
S17481,Richard Walker,32,68,70,84,100
S17482,Michael Murphy,93,88,64,72,100
S17483,Robert Lowe,48,57,43,80,63
S17484,Jacob Adams,59,74,46,51,100
S17485,Justin Henderson,41,86,43,86,100
S17486,Christopher Hoover,92,32,79,48,79
S17487,Vanessa Lara,71,65,79,86,87
S17488,Susan Jones,87,60,87,82,87
S17489,Mr. David Powers,36,78,82,89,61
S17490,Nancy Reynolds,32,92,38,62,100
S17491,Linda Jacobs,41,38,50,83,76
S17492,Mrs. Robin Yang MD,53,58,74,99,61
S17493,Robin Duffy,63,81,34,74,100
S17494,Kelsey Madden,76,85,88,56,100
S17495,Melissa Pope,96,88,95,57,54
S17496,Bryan Tran,69,92,60,36,68
S17497,Michelle Cruz,80,85,60,94,72
S17498,Cassie Woods,62,85,62,40,100
S17499,Teresa Turner,90,97,39,56,52
S17500,Victor Scott,35,70,65,57,70
S17501,Brenda Ortiz,52,37,97,72,79
S17502,Kathy Arnold,30,41,80,64,54
S17503,Allison Wade,38,37,33,88,55
S17504,Amanda Green,52,55,89,61,100
S17505,Shaun Macdonald,59,93,94,46,54
S17506,Veronica Brown,74,60,86,35,76
S17507,Alan Bush,64,36,58,48,100
S17508,Marvin Henry,87,91,60,53,100
S17509,Melinda Hobbs,99,58,68,32,50
S17510,Jesus Wood,44,49,44,38,71
S17511,Robin Rodriguez,84,93,53,96,89
S17512,Hannah Taylor,72,38,97,65,99
S17513,Melody James,67,35,47,79,100
S17514,Ashley Ayala,74,59,72,95,100
S17515,Austin Jones,72,84,51,66,69
S17516,Ryan Green,53,80,79,80,100
S17517,Jamie Mills,75,61,78,85,100
S17518,April Stevenson,41,51,48,62,100
S17519,Kevin Wilson,38,62,82,72,100
S17520,Sherry Carter,75,58,74,88,51
S17521,Cynthia Norris,83,86,62,58,100
S17522,Keith Orozco,69,80,96,33,100
S17523,Bianca Mckenzie,30,52,93,83,100
S17524,Janice Underwood DDS,53,94,95,50,87
S17525,Joshua Williams,85,50,78,88,61
S17526,Mary Thompson,35,32,78,30,100
S17527,James Williams,79,50,52,68,63
S17528,Steven Anderson,85,30,93,54,67
S17529,Alison Robinson,73,85,43,55,75
S17530,Linda Shaw,31,68,64,35,96
S17531,Beth Jones,38,32,84,54,62
S17532,Mark Case,46,37,56,81,54
S17533,Stanley Hernandez,52,37,74,40,73
S17534,Phyllis Miller,92,47,65,82,100
S17535,Noah Tran,76,59,40,61,94
S17536,Michael Johnson,66,55,94,53,65
S17537,Timothy Deleon,38,91,60,49,100
S17538,Lauren Jackson,96,63,64,66,52
S17539,Kristina Herring,59,69,58,97,58
S17540,Dr. Joseph Roach,75,88,75,85,57
S17541,Megan Long,90,90,67,36,96
S17542,Dr. Susan Ross,52,71,72,98,100
S17543,Lacey Burton,71,83,31,61,62
S17544,Miss Jennifer Willis,86,39,55,56,97
S17545,Jackie Johnson,88,52,35,54,92
S17546,Ian Reed,47,75,70,39,66
S17547,Nicole Smith,65,86,61,62,92
S17548,Eric Fields,84,75,42,64,79
S17549,James Hartman,96,50,69,89,64
S17550,Mary Watson,96,70,44,83,92
S17551,Linda Poole,39,71,68,83,100
S17552,Timothy Rodriguez,98,40,86,88,92
S17553,Michael Esparza,61,45,82,56,60
S17554,Melissa Villa,73,99,77,87,100
S17555,Ronald Kerr,47,40,63,54,57
S17556,Sandra Velez,56,44,65,90,100
S17557,Lisa Thomas,67,57,64,60,100
S17558,Jeffery Reynolds,33,37,58,49,100
S17559,Makayla George,33,64,41,53,100
S17560,Ashley Moreno,71,74,63,44,100
S17561,Sarah Reed,53,95,40,46,100
S17562,Curtis Rose,44,50,82,44,91
S17563,Angel Stevenson,98,96,97,34,100
S17564,Kristina Ware,86,51,47,42,73
S17565,William Khan,64,73,57,54,100
S17566,Amy Cross,76,50,40,46,100
S17567,Maurice Miller Jr.,67,83,35,85,56
S17568,Jennifer Smith,66,77,52,69,50
S17569,Raymond Wilson,77,58,74,66,72
S17570,Jason Mitchell,89,86,54,74,54
S17571,Annette Coffey,32,75,41,62,68
S17572,Emily Howard,80,88,96,85,58
S17573,Tyler Lam,80,36,68,49,92
S17574,Bradley Riggs,79,45,48,97,100
S17575,Amanda Avila,49,92,68,74,88
S17576,Steven Baker,70,71,68,54,100
S17577,Jamie Jackson,86,53,84,75,53
S17578,Crystal Webb,32,81,32,41,56
S17579,Cassandra Tanner,66,58,71,51,92
S17580,Gregory Brown,90,81,59,91,90
S17581,Reginald Garcia,66,32,76,42,60
S17582,Stephen Orr,97,53,67,56,54
S17583,Calvin Nelson,33,53,82,56,74
S17584,April Mills,86,48,95,84,100
S17585,Andre Jones,77,44,32,41,50
S17586,Kristen Hansen,63,35,51,94,100
S17587,Debra Gay,86,64,76,61,100
S17588,John Townsend,98,48,79,35,81
S17589,Rita Frazier,55,84,48,43,91
S17590,Benjamin Sullivan,71,87,40,99,53
S17591,Jasmine Smith,45,60,32,82,100
S17592,Sarah Davis,75,80,63,43,92
S17593,Samantha Collins,53,68,85,83,93
S17594,Martin Wise,32,50,96,79,76
S17595,Sarah Rangel,74,40,95,96,100
S17596,Alexandra Perez,41,43,65,81,74
S17597,Bruce Hernandez,99,98,90,71,69
S17598,Antonio Kim,59,82,48,64,65
S17599,Jamie Carpenter,59,33,58,77,86
S17600,Gregory Park,76,98,96,75,64
S17601,Holly Nguyen,63,43,64,98,100
S17602,Marcus Jones,53,93,47,98,85
S17603,James Willis,87,65,45,87,63
S17604,Anthony Mccarthy,44,34,77,76,81
S17605,Vanessa Logan,51,90,59,33,100
S17606,Erica Mclean,78,71,62,70,85
S17607,Nicole Thompson,40,65,62,65,60
S17608,Vicki Henry,83,44,66,78,94
S17609,Sherri Harris,39,94,57,57,100
S17610,John Smith,88,63,76,90,100
S17611,Patrick Reynolds,62,38,89,82,91
S17612,Glenn Bishop,68,98,39,90,100
S17613,Deborah Strong,77,31,54,58,87
S17614,Luke Hendricks,49,97,57,74,90
S17615,Brent Lopez,50,73,74,93,54
S17616,Cynthia Martinez,57,53,68,53,64
S17617,Darren Harrison,81,79,61,34,57
S17618,Thomas Mason,97,68,94,55,69
S17619,Amanda Sawyer,36,82,51,87,59
S17620,Stephanie Stout DVM,45,44,37,83,100
S17621,David Anderson,68,87,98,93,85
S17622,Justin Diaz,86,76,61,51,100
S17623,Courtney Cunningham,32,57,30,33,78
S17624,Stephen Navarro,70,43,93,45,85
S17625,Stephanie Webb,71,61,36,77,92
S17626,Ronald Holder,31,34,83,52,69
S17627,Ryan Ortiz,94,50,86,53,100
S17628,Frank Coleman,44,86,42,39,100
S17629,Rachel Salas,58,80,80,49,84
S17630,Brian Vazquez,91,53,78,79,88
S17631,Stephanie Walters,96,56,64,87,58
S17632,Ashley Hall,80,43,89,73,100
S17633,Mr. Frank Johnson,81,84,42,90,100
S17634,Tina Rios,96,97,33,72,96
S17635,Annette Velez,56,41,55,79,100
S17636,Anna Tanner,39,80,51,98,53
S17637,Mr. Hunter Barrera,62,34,55,45,100
S17638,Dr. Robert Morgan II,56,92,36,46,100
S17639,Meredith Roy,97,81,70,97,57
S17640,Tiffany Bauer,47,70,76,47,79
S17641,Erica Valdez,77,96,77,60,70
S17642,Joshua Mosley,57,95,81,82,78
S17643,Kevin Mullins,40,87,30,68,66
S17644,Dalton Scott,88,92,58,67,98
S17645,Stacey Frank,69,88,47,47,75
S17646,Carl Perez,81,97,67,60,100
S17647,Kristen Bailey,38,69,47,66,52
S17648,Olivia Jenkins,79,91,64,62,77
S17649,Michelle Garcia,34,45,85,93,100
S17650,Lynn Vazquez,42,52,47,45,79
S17651,Jenny Gutierrez,48,44,68,35,95
S17652,Justin Chen DVM,54,94,45,58,100
S17653,Donna Lewis,74,61,35,98,66
S17654,Amy Decker,94,99,31,96,78
S17655,Tammie Leonard,90,37,91,83,74
S17656,Sean Werner,57,65,97,71,66
S17657,Brittney Hensley,79,32,49,35,100
S17658,Brian Sanders,39,49,59,54,71
S17659,Robert Peterson,45,88,32,82,63
S17660,Jason Walton,64,84,37,38,100
S17661,James Silva,31,32,51,95,86
S17662,Cory Simpson,82,95,94,98,98
S17663,Kristina Edwards,82,72,76,31,65
S17664,Christopher Calhoun,74,97,82,53,90
S17665,Eric Harrison,39,76,98,56,100
S17666,Ryan Goodman,45,58,36,74,89
S17667,Michael Austin,91,75,90,83,74
S17668,Kevin Jones,34,32,77,71,77
S17669,Nicole Sanders,91,46,35,33,51
S17670,Sandy Maddox,80,55,45,69,100
S17671,Brooke Miller,95,31,58,69,82
S17672,Mr. David Perez,76,82,61,96,95
S17673,Ashley Thompson,41,91,31,88,70
S17674,Marilyn Mills,82,56,90,74,60
S17675,Austin Turner,47,60,72,82,99
S17676,Blake Mccarthy,59,57,36,99,100
S17677,Krystal Velez,56,58,42,77,75
S17678,Dr. Sean Jackson Jr.,92,36,44,43,55
S17679,Stacey Wright,38,96,96,53,91
S17680,Jessica Shepherd,95,60,48,57,77
S17681,Jerry Wolfe,86,65,32,58,85
S17682,Cheryl Castillo,38,37,55,90,81
S17683,Vanessa Weaver,91,56,71,82,54
S17684,Tyler Green,61,90,88,95,100
S17685,Lisa Hale,77,57,41,40,62
S17686,Lisa Morgan,86,55,83,30,50
S17687,Joshua Mathews,35,50,72,47,68
S17688,Robert Moon,53,42,30,30,61
S17689,Brandy Bradford,68,56,92,79,74
S17690,Carlos Larson,78,58,47,60,58
S17691,Ryan Miller,37,74,45,32,58
S17692,Adam Mills,52,88,92,91,100
S17693,Michael Gutierrez,35,67,70,81,98
S17694,Danny George,62,67,63,53,100
S17695,Ronald Jones,55,88,80,92,71
S17696,Rachel Deleon,81,42,51,59,100
S17697,Lydia Williams,92,42,89,53,99
S17698,Kelli Rios,70,66,50,38,100
S17699,Sharon Collins,65,42,47,76,100
S17700,Lee Williams,94,63,30,74,96
S17701,Jocelyn Scott,64,70,39,70,100
S17702,Lisa Vasquez DVM,42,63,85,63,100
S17703,Peter Lucas,80,63,74,30,64
S17704,Michael Joseph,95,56,54,33,61
S17705,Amanda Bates,45,92,32,48,100
S17706,Angel Kelly,84,83,42,53,100
S17707,Troy Hernandez,34,73,78,32,82
S17708,Tara Mcbride,90,63,40,67,80
S17709,Jacob Williams,94,54,65,65,94
S17710,Mr. Timothy Fleming,47,48,96,42,85
S17711,Nicole Torres,98,81,40,62,94
S17712,Kenneth Green,88,99,79,74,60
S17713,Nicolas Simmons,69,51,45,37,64
S17714,Brian Adams,59,41,33,34,100
S17715,Brandon Crane,78,61,64,84,100
S17716,Harold Zuniga,90,49,36,67,96
S17717,Deanna Young,96,72,72,52,94
S17718,Derek Davis,41,63,33,68,63
S17719,Stephanie Martinez,89,94,75,73,97
S17720,Jesse Gibbs,72,58,30,63,67
S17721,Stacy Myers,42,35,93,76,100
S17722,Allen Thomas,63,43,34,30,94
S17723,Tracy Vasquez,75,93,38,37,59
S17724,Elizabeth Harris,59,77,58,46,53
S17725,Connie Taylor,96,97,51,88,93
S17726,Roberta Hall,92,65,46,55,61
S17727,Theodore Bryant,65,91,53,99,94
S17728,Scott Sandoval,44,41,89,68,100
S17729,Shelly Choi,92,91,55,90,57
S17730,Samuel Davis,41,54,66,76,51
S17731,Kayla George,58,94,41,62,70
S17732,Anthony Foster,87,92,49,35,95
S17733,Shannon Petersen,40,64,56,30,59
S17734,Mrs. Rachel Thompson,70,92,90,59,74
S17735,Stephanie Brown,46,42,48,33,71
S17736,Paul Brown,88,53,70,76,88
S17737,Lisa Miller,31,75,60,79,96
S17738,Jeffrey Walton,97,92,55,46,100
S17739,Robert Rosario,63,75,84,93,100
S17740,Christopher Johnson,64,69,61,93,53
S17741,Tommy Johnson,37,70,81,71,100
S17742,Alicia Ochoa,81,74,47,76,62
S17743,Ashley Mason,33,50,74,69,100
S17744,Rebecca Noble,82,41,51,71,62
S17745,Bradley Singleton,52,92,92,63,52
S17746,Angela Rodgers,80,62,87,88,74
S17747,Ms. Tammy Andrade DDS,73,62,45,30,95
S17748,Kristen Kline,31,94,78,88,94
S17749,Emily Carpenter,69,38,57,87,82
S17750,Jaclyn Crawford,80,50,76,97,100
S17751,Brittany Esparza,96,63,64,46,59
S17752,Randy Coleman,48,79,33,65,66
S17753,Heather Jones,82,60,96,50,100
S17754,Frank Lee,47,94,52,45,57
S17755,James Ramirez,74,87,94,36,98
S17756,Jonathon Harris,57,91,93,81,94
S17757,Mark Walker,75,60,40,37,100
S17758,Kim Smith,50,83,81,71,90
S17759,Elizabeth Jordan,32,83,88,47,95
S17760,Jessica Cooper,94,92,95,97,54
S17761,Mackenzie Gonzales,38,52,32,88,52
S17762,Caleb Bailey,51,82,56,56,96
S17763,Larry Casey,61,91,78,41,80
S17764,David Howe,39,50,91,30,53
S17765,Benjamin Mcpherson,54,94,50,45,57
S17766,Ian Ellis,30,55,96,32,100
S17767,Laura Pope,70,48,70,97,58
S17768,Jay Stephens,40,64,52,41,81
S17769,Kenneth Fox,90,64,85,35,87
S17770,Brittany Edwards,78,59,59,63,57
S17771,Larry Taylor,72,54,55,48,82
S17772,Sarah Salinas,49,77,93,94,65
S17773,Rhonda Carroll MD,42,53,50,84,59
S17774,Darrell Jones,43,68,75,58,100
S17775,Cheryl Ruiz,60,41,68,54,100
S17776,Daniel Walker,89,36,97,87,100
S17777,Jessica Barber,58,87,67,97,94
S17778,Donald Howard,84,40,40,47,80
S17779,Joel Smith,82,35,95,82,92
S17780,James Rodriguez,69,62,36,46,83
S17781,Lee Bridges,74,39,81,73,72
S17782,Meagan Woodward,49,84,58,43,75
S17783,Lisa Davis,46,78,90,66,100
S17784,Carol Burns,78,77,56,35,58
S17785,Steven Rogers,92,98,83,48,87
S17786,Hailey Lynch,69,38,47,65,58
S17787,William Johnson,52,94,78,39,58
S17788,Nicholas Ball,39,83,32,63,78
S17789,Rachel Cruz,54,59,84,86,51
S17790,Michelle Evans,50,67,88,38,100
S17791,Michael Clark,91,98,98,85,60
S17792,Jason Stewart,94,85,71,66,96
S17793,Katie Lewis,30,75,45,55,92
S17794,Amy Hamilton,98,72,77,86,78
S17795,Michael Ramos,80,91,89,94,100
S17796,Samantha Costa,31,35,95,31,99
S17797,Caitlin Gonzalez,51,47,83,86,52
S17798,Linda Haas,53,67,66,34,100
S17799,Henry Frazier,91,85,67,71,51
S17800,Alyssa Myers,89,67,43,77,64
S17801,Patricia Merritt,43,64,84,47,75
S17802,Joseph Butler MD,56,68,90,82,79
S17803,Jay Kelly,67,59,91,50,78
S17804,David Haley,64,92,57,88,63
S17805,Mr. Norman Ramirez,60,99,67,48,55
S17806,Steve Meyer,88,92,74,81,100
S17807,Monica Salazar,62,50,80,66,64
S17808,Aaron Hall,62,64,84,65,66
S17809,Jeffrey Perez,93,46,34,71,79
S17810,James Suarez,98,33,98,50,58
S17811,Rick Taylor,59,50,75,95,86
S17812,Jake Oliver,92,81,50,40,66
S17813,Casey Wilson,55,69,91,69,85
S17814,Alan Ford,62,42,38,38,100
S17815,Julie Walker,93,96,67,30,68
S17816,Gloria Crane,75,71,30,79,98
S17817,James Ingram,44,75,64,64,86
S17818,Kevin Price,53,56,93,71,90
S17819,Emily Thompson,73,83,35,82,71
S17820,Felicia Jackson,40,87,74,82,51
S17821,James James,71,85,62,42,90
S17822,Gregory Morton,46,48,75,91,81
S17823,Andrew Riddle,32,80,85,87,74
S17824,Zachary Phillips,70,99,84,53,100
S17825,Joseph Patterson,31,63,96,81,65
S17826,Jason Barrett,31,57,64,87,76
S17827,Sarah Cowan,82,98,57,36,56
S17828,Jennifer Young,95,41,55,64,100
S17829,Tammy Baker,78,76,68,70,56
S17830,Sheryl Lewis,30,72,31,83,95
S17831,Yolanda Hernandez,45,70,59,45,100
S17832,Michael Perry,85,84,89,64,70
S17833,Edward Moody,59,85,75,44,63
S17834,Deborah Lopez,67,75,34,57,73
S17835,Lisa Campos,55,77,79,53,70
S17836,Kathleen Lawrence,34,36,59,34,73
S17837,Jeremy Kelly,34,60,37,32,87
S17838,Mark Schwartz,84,74,58,62,83
S17839,John Brooks,79,78,82,89,95
S17840,Glenn Martinez,64,84,86,55,70
S17841,Timothy Wilson,33,33,56,86,90
S17842,Christopher Le,33,33,55,79,100
S17843,Matthew Anderson,90,97,94,93,63
S17844,Linda Hall,35,36,73,50,99
S17845,Katherine Wong,93,30,37,41,50
S17846,Glen Gonzales,70,86,30,39,50
S17847,Henry Moore,71,52,49,89,69
S17848,Christopher Blake,83,67,53,87,59
S17849,Carolyn Carter,36,72,82,32,74
S17850,James Chung,34,54,50,59,88
S17851,Lawrence Maddox,52,55,65,57,64
S17852,Brady Wood,51,54,42,57,100
S17853,Wendy Parker,96,52,98,30,95
S17854,Daisy Miller,37,55,81,72,90
S17855,Todd Richardson,43,55,99,80,87
S17856,Chase Stewart,89,56,90,88,50
S17857,Ernest Galvan,60,61,59,81,88
S17858,Sylvia Haynes,68,78,77,82,100
S17859,Katie Zuniga,84,40,75,98,80
S17860,Gregory Guzman,86,55,59,70,89
S17861,Paul Allen,48,40,63,85,92
S17862,Robert Ross,90,31,89,70,64
S17863,Sarah Coleman,86,55,71,53,66
S17864,Johnny West,30,35,72,31,83
S17865,Ryan Gibson,77,41,86,63,78
S17866,Courtney White,62,37,47,57,100
S17867,Kevin Thompson,80,33,59,87,68
S17868,Victor Williams,75,33,53,30,71
S17869,Ruth Richards,83,86,33,69,67
S17870,Shawn Campbell,30,46,44,69,79
S17871,Samantha Thomas,55,79,99,93,55
S17872,David Miller,60,90,40,52,100
S17873,Tara Mueller,63,34,60,67,75
S17874,Krista White,31,41,51,79,100
S17875,Monica Vazquez,61,36,54,60,88
S17876,Alexandria Payne,49,97,40,82,57
S17877,Jodi Mills,60,47,52,43,100
S17878,Beverly Stone,80,96,88,73,52
S17879,Jerry Ferguson,93,53,80,56,100
S17880,Joshua Jones,42,93,45,66,100
S17881,Sheena Brown,68,31,92,88,77
S17882,Mark Wilson,80,80,37,58,100
S17883,Heather Fowler,87,53,52,57,94
S17884,James Castro,39,66,99,75,100
S17885,Daniel King,74,40,96,31,62
S17886,Heather Rodriguez,86,54,33,31,92
S17887,Melissa Perez,44,81,73,31,100
S17888,Julie Nelson,64,71,88,45,87
S17889,Amy Frazier,72,46,69,49,82
S17890,John Sparks,38,86,96,99,56
S17891,Jeffery James,51,55,59,31,100
S17892,Cody Dickerson,46,48,56,48,56
S17893,Jennifer Vega,32,73,34,48,51
S17894,Christopher Morgan,99,72,30,60,52
S17895,Karen Glass,56,59,43,39,77
S17896,Daniel Johnson,99,42,60,38,100
S17897,Michael Roth,41,86,32,58,100
S17898,Valerie Kaufman,46,78,66,32,100
S17899,Stephanie Gibson,48,37,67,80,100
S17900,Joseph Sweeney,95,32,31,59,96
S17901,Nicole Brown,59,88,84,78,92
S17902,Margaret Garcia,55,43,79,63,69
S17903,Andrea Brown,87,70,62,45,100
S17904,Jessica Lopez,97,63,66,64,100
S17905,Craig Jarvis,69,70,49,52,64
S17906,Jennifer Williams,69,70,94,72,74
S17907,Tara King,46,53,87,73,60
S17908,Christopher Clark,64,62,75,78,92
S17909,Jennifer Ray,31,39,36,96,62
S17910,Sharon Brewer,44,63,63,82,90
S17911,Lindsey Bullock,38,74,37,68,100
S17912,Robert Hoffman,89,71,62,61,77
S17913,Timothy Turner,33,35,64,91,70
S17914,Patrick Lawson,78,38,78,52,100
S17915,Corey Rangel,68,33,44,82,74
S17916,Ashley Graham,52,85,58,98,100
S17917,Natalie Williams,74,77,63,37,70
S17918,Joe Gardner,39,43,57,42,96
S17919,Peter Jones,90,31,64,38,82
S17920,Jeffrey Anderson,43,99,51,30,91
S17921,Preston Brown,93,39,32,55,75
S17922,Christopher Phelps,73,64,59,97,85
S17923,Daniel Wheeler,54,70,62,97,88
S17924,Brian Hess,39,96,90,64,100
S17925,Monica Lopez,85,75,55,89,92
S17926,Vanessa Walls,74,76,64,61,65
S17927,Matthew Richards,73,69,40,38,90
S17928,Allen Jones,33,98,41,51,61
S17929,Joshua Bradley,63,94,40,87,96
S17930,Meghan Bell,35,35,58,31,77
S17931,Whitney Molina,46,81,72,45,74
S17932,Hannah Manning,97,51,44,93,54
S17933,Rebecca Norris,79,72,51,91,53
S17934,Jacob Morris,43,99,62,65,100
S17935,Maria Meyer,98,61,48,33,64
S17936,Juan Ruiz,98,66,34,89,100
S17937,Nicole Brady,72,47,44,32,62
S17938,Howard Tapia,94,72,99,64,84
S17939,Stacy Wallace,75,42,77,30,66
S17940,Ashley White,80,45,82,32,100
S17941,Joseph Gilmore,48,79,77,30,100
S17942,Cody Smith,75,35,70,52,64
S17943,Dennis Jennings,45,58,81,96,63
S17944,Jeffrey Beck,83,30,31,45,100
S17945,David Michael,81,67,79,35,98
S17946,Frank Vang,87,96,73,54,76
S17947,Ms. Kimberly Garcia,72,44,36,50,90
S17948,Jacob Davis,43,47,45,73,100
S17949,Phillip Rose,71,69,57,85,51
S17950,Christopher Porter,75,51,97,49,87
S17951,Austin Saunders,87,87,32,38,100
S17952,Tyler Brown MD,92,85,91,30,88
S17953,Kathleen Baker,96,81,39,95,100
S17954,Jacqueline Williams,94,87,82,99,94
S17955,Bonnie Booth,35,73,87,42,100
S17956,Joseph Zuniga,79,98,91,97,77
S17957,Willie Jackson,49,65,69,51,59
S17958,Martin Olson,70,90,97,54,100
S17959,Jorge Bates,54,55,85,75,73
S17960,Tabitha Gibson,40,94,99,95,55
S17961,Arthur Daniels,33,90,35,75,61
S17962,Alexis Burns,44,69,80,98,100
S17963,Benjamin Boone,77,90,97,32,100
S17964,Willie Franklin,76,37,85,54,54
S17965,Dr. Kayla Thomas,61,59,54,40,84
S17966,Robert Curtis,91,37,65,73,100
S17967,Karina Washington,73,35,73,46,76
S17968,Anthony Jackson,78,35,48,84,53
S17969,Michael Green,41,89,75,41,100
S17970,Melissa Andrews,62,57,70,35,100
S17971,Roger Allen,50,62,33,51,97
S17972,Tina Morales,36,37,31,61,63
S17973,Suzanne Long,46,99,57,58,99
S17974,Julie Gomez,74,75,76,81,72
S17975,Megan Collier,43,89,53,77,87
S17976,Robert Johnson,49,45,78,84,58
S17977,Judith Adams,76,66,35,50,85
S17978,Stephanie Peterson,44,41,94,85,61
S17979,Mr. Ricardo Gomez,74,99,69,79,95
S17980,Dr. Ronnie Esparza,81,64,41,31,83
S17981,Tony Hodges,67,59,30,55,55
S17982,Rebecca Meadows,92,31,67,90,76
S17983,William Brown,73,84,53,47,85
S17984,Erik Richard,34,86,34,95,86
S17985,Molly Jordan,95,43,55,50,82
S17986,Jerry Walsh,57,48,41,43,78
S17987,Randall Dickerson,56,92,36,89,62
S17988,Samantha Moreno,75,34,72,66,62
S17989,Melissa Carr,46,59,67,41,100
S17990,Janet Anderson,79,39,65,66,57
S17991,Carrie Salas,71,78,96,64,100
S17992,Emily Smith,47,35,55,97,73
S17993,Alexis Wallace,49,43,41,90,89
S17994,Jesse Simpson,57,75,50,54,100
S17995,Ivan Erickson,53,42,41,60,83
S17996,Roger White,61,84,84,76,79
S17997,Thomas Lewis,65,55,39,90,83
S17998,Timothy Fox,60,90,78,46,53
S17999,Debbie Walker,43,42,91,39,100
S18000,Zachary Jordan,45,32,78,97,64
S18001,Daniel Nguyen,75,49,75,35,60
S18002,Brittany Patel,87,85,35,72,100
S18003,Daniel Diaz,35,40,68,87,62
S18004,Darren Nelson,69,32,78,86,64
S18005,Regina Tucker,91,41,83,41,80
S18006,Deanna Miles,50,59,59,38,67
S18007,Lauren Lawrence,84,56,52,43,78
S18008,Norma Williams,45,84,99,98,62
S18009,Kevin Hernandez,35,98,54,87,55
S18010,Nicole Moses,67,59,49,54,100
S18011,James Macdonald,40,60,98,86,97
S18012,John Sanchez,57,59,78,62,100
S18013,Susan Wallace,41,82,53,34,99
S18014,Gregory Miller,79,60,53,33,69
S18015,Cheryl Richards,69,70,41,31,100
S18016,Kerry Schmidt,65,48,99,59,100
S18017,Ashley Woods,93,98,81,97,100
S18018,Heidi Bailey,87,54,42,79,100
S18019,Rachel Andrews,63,57,66,80,66
S18020,Nathaniel Smith,74,53,36,56,52
S18021,Tracy Payne,56,46,32,63,53
S18022,Cameron Paul,32,76,33,82,100
S18023,Corey Johnson,46,50,61,37,100
S18024,Tiffany Rivera,40,81,34,56,100
S18025,Sarah Edwards,34,62,80,76,70
S18026,Melissa Khan,91,36,92,51,55
S18027,Isabella Wright,49,43,92,33,74
S18028,Joann Simpson,85,81,87,60,99
S18029,Summer Chan,79,53,48,33,78
S18030,William Shaw,31,42,86,66,62
S18031,Hector Rodriguez,81,37,75,33,75
S18032,Robert Brewer,36,99,56,82,100
S18033,Troy Smith,43,64,52,95,100
S18034,Thomas Wallace,59,52,55,77,100
S18035,Peter Galvan,66,53,63,99,53
S18036,Christopher Hudson,82,98,75,33,100
S18037,Barry West,74,46,66,58,78
S18038,Darlene Owens,30,94,41,75,100
S18039,Joshua Mcgrath,46,73,80,45,74
S18040,Brenda Ramirez,53,32,81,66,56
S18041,Michael Myers,81,89,59,75,55
S18042,Jane Rivera,62,46,90,57,71
S18043,Jeremy Mccoy,66,90,31,40,94
S18044,Timothy Leonard,99,50,87,73,81
S18045,Jeffrey Heath,96,86,94,91,76
S18046,Kathryn Long,88,62,87,30,99
S18047,Caitlin Carter,43,96,94,95,79
S18048,Maria Warren,83,82,65,84,67
S18049,Tyler Stone,83,52,85,57,81
S18050,Daniel Rodriguez,37,34,81,73,82
S18051,Kevin Ramsey,63,44,84,42,100
S18052,Eric Steele,51,79,73,93,64
S18053,Shawn Sherman,40,67,84,76,100
S18054,Jacob Thomas,35,47,84,54,92
S18055,Derrick Wilkinson,43,47,30,75,99
S18056,Crystal Salas,75,85,56,48,57
S18057,Calvin Mcmillan,76,89,79,46,73
S18058,Keith Larson,37,82,94,51,100
S18059,Albert Cardenas,78,62,44,44,65
S18060,Jeffrey Rice,59,32,84,59,75
S18061,Kaitlyn Garner,45,79,69,86,100
S18062,William Rogers,93,38,75,40,95
S18063,Shari Coleman,33,68,78,64,83
